PMC,X,Y,Z
1518,-0.12998,0.13102,0.24549
1519,-0.12985,0.13102,0.24547
1520,-0.12973,0.13102,0.24545
1521,-0.1296,0.13102,0.24545
1522,-0.1296,0.1309,0.24546
1523,-0.12973,0.1309,0.24545
1524,-0.12985,0.1309,0.24547
1525,-0.12998,0.1309,0.24547
1526,-0.1301,0.1309,0.24547
1527,-0.13023,0.1309,0.24546
1528,-0.13035,0.1309,0.24546
1529,-0.13049,0.1309,0.24546
1530,-0.13061,0.1309,0.24545
1531,-0.13074,0.1309,0.24545
1532,-0.13086,0.1309,0.24545
1533,-0.13099,0.1309,0.24544
1534,-0.13111,0.1309,0.24544
1535,-0.13123,0.1309,0.24544
1536,-0.13136,0.1309,0.24543
1537,-0.13149,0.1309,0.24544
1538,-0.13161,0.1309,0.24545
1539,-0.13175,0.1309,0.24546
1540,-0.13187,0.1309,0.24547
1541,-0.132,0.1309,0.24547
1542,-0.13212,0.1309,0.24548
1543,-0.13225,0.1309,0.24549
1544,-0.13237,0.1309,0.2455
1545,-0.1325,0.1309,0.24552
1546,-0.13262,0.1309,0.24553
1547,-0.13275,0.1309,0.24553
1548,-0.13287,0.1309,0.24553
1549,-0.13301,0.1309,0.24553
1550,-0.13313,0.1309,0.24553
1551,-0.13326,0.1309,0.24553
1552,-0.13338,0.1309,0.24553
1553,-0.13351,0.1309,0.24552
1554,-0.13363,0.1309,0.24552
1555,-0.13376,0.1309,0.24551
1556,-0.13388,0.1309,0.24551
1557,-0.13401,0.1309,0.2455
1558,-0.13414,0.1309,0.2455
1559,-0.13427,0.1309,0.24549
1560,-0.13439,0.1309,0.24549
1561,-0.13452,0.1309,0.24548
1562,-0.13464,0.1309,0.24548
1563,-0.13476,0.1309,0.24547
1564,-0.13489,0.1309,0.24547
1565,-0.13502,0.1309,0.24546
1566,-0.13514,0.1309,0.24546
1567,-0.13528,0.1309,0.24545
1568,-0.1354,0.1309,0.24545
1569,-0.13553,0.1309,0.24545
1570,-0.13565,0.1309,0.24544
1571,-0.13578,0.1309,0.24543
1572,-0.1359,0.1309,0.24543
1573,-0.13603,0.1309,0.24542
1574,-0.13615,0.1309,0.24542
1575,-0.13629,0.1309,0.24541
1576,-0.13641,0.1309,0.24541
1577,-0.13654,0.1309,0.24541
1578,-0.13666,0.1309,0.24542
1579,-0.13679,0.1309,0.24543
1580,-0.13691,0.1309,0.24544
1581,-0.13704,0.1309,0.24545
1582,-0.13716,0.1309,0.24547
1583,-0.13729,0.1309,0.24546
1584,-0.13741,0.1309,0.24546
1585,-0.13755,0.1309,0.24545
1586,-0.13767,0.1309,0.24545
1587,-0.1378,0.1309,0.24545
1588,-0.13792,0.1309,0.24544
1589,-0.13805,0.1309,0.24543
1590,-0.13817,0.1309,0.24543
1591,-0.1383,0.1309,0.24542
1592,-0.13842,0.1309,0.24542
1593,-0.13855,0.1309,0.24541
1594,-0.13867,0.1309,0.24541
1595,-0.1388,0.1309,0.24541
1596,-0.13892,0.1309,0.24541
1597,-0.13906,0.1309,0.24541
1598,-0.13918,0.1309,0.24541
1599,-0.13931,0.1309,0.24541
1600,-0.13943,0.1309,0.24542
1601,-0.13956,0.1309,0.24543
1602,-0.13968,0.1309,0.24543
1603,-0.13981,0.1309,0.24544
1604,-0.13993,0.1309,0.24544
1605,-0.14006,0.1309,0.24545
1606,-0.14018,0.1309,0.24545
1607,-0.14032,0.1309,0.24545
1608,-0.14044,0.1309,0.24546
1609,-0.14056,0.1309,0.24546
1610,-0.14069,0.1309,0.24546
1611,-0.14082,0.1309,0.24547
1612,-0.14094,0.1309,0.24547
1613,-0.14107,0.1309,0.24547
1614,-0.14119,0.1309,0.24548
1615,-0.14132,0.1309,0.24548
1616,-0.14145,0.1309,0.24548
1617,-0.14158,0.1309,0.24549
1618,-0.1417,0.1309,0.24549
1619,-0.14183,0.1309,0.24546
1620,-0.14195,0.1309,0.24544
1621,-0.14208,0.1309,0.24541
1622,-0.1422,0.1309,0.24539
1623,-0.1422,0.13077,0.24538
1624,-0.14208,0.13077,0.2454
1625,-0.14195,0.13077,0.24543
1626,-0.14183,0.13077,0.24545
1627,-0.1417,0.13077,0.24547
1628,-0.14158,0.13077,0.24547
1629,-0.14145,0.13077,0.24547
1630,-0.14132,0.13077,0.24546
1631,-0.14119,0.13077,0.24546
1632,-0.14107,0.13077,0.24545
1633,-0.14094,0.13077,0.24545
1634,-0.14082,0.13077,0.24545
1635,-0.14069,0.13077,0.24544
1636,-0.14056,0.13077,0.24544
1637,-0.14044,0.13077,0.24544
1638,-0.14032,0.13077,0.24543
1639,-0.14019,0.13077,0.24543
1640,-0.14006,0.13077,0.24543
1641,-0.13994,0.13077,0.24542
1642,-0.13981,0.13077,0.24542
1643,-0.13968,0.13077,0.24541
1644,-0.13956,0.13077,0.24541
1645,-0.13943,0.13077,0.2454
1646,-0.13931,0.13077,0.2454
1647,-0.13918,0.13077,0.24539
1648,-0.13906,0.13077,0.2454
1649,-0.13893,0.13077,0.2454
1650,-0.13881,0.13077,0.2454
1651,-0.13868,0.13077,0.2454
1652,-0.13856,0.13077,0.2454
1653,-0.13842,0.13077,0.2454
1654,-0.1383,0.13077,0.24541
1655,-0.13817,0.13077,0.24541
1656,-0.13805,0.13077,0.24542
1657,-0.13792,0.13077,0.24542
1658,-0.1378,0.13077,0.24543
1659,-0.13767,0.13077,0.24543
1660,-0.13755,0.13077,0.24543
1661,-0.13742,0.13076,0.24544
1662,-0.1373,0.13076,0.24544
1663,-0.13717,0.13077,0.24545
1664,-0.13704,0.13076,0.24544
1665,-0.13691,0.13076,0.24543
1666,-0.13679,0.13076,0.24542
1667,-0.13666,0.13076,0.2454
1668,-0.13654,0.13076,0.2454
1669,-0.13641,0.13076,0.24541
1670,-0.13629,0.13076,0.24541
1671,-0.13616,0.13076,0.24542
1672,-0.13604,0.13076,0.24542
1673,-0.13591,0.13076,0.24543
1674,-0.13579,0.13076,0.24543
1675,-0.13566,0.13076,0.24544
1676,-0.13554,0.13076,0.24544
1677,-0.13541,0.13076,0.24543
1678,-0.13528,0.13076,0.24543
1679,-0.13515,0.13076,0.24544
1680,-0.13503,0.13076,0.24544
1681,-0.1349,0.13076,0.24545
1682,-0.13477,0.13076,0.24545
1683,-0.13465,0.13076,0.24546
1684,-0.13453,0.13076,0.24546
1685,-0.1344,0.13076,0.24547
1686,-0.13428,0.13076,0.24547
1687,-0.13415,0.13076,0.24548
1688,-0.13402,0.13076,0.24548
1689,-0.13389,0.13076,0.24549
1690,-0.13377,0.13076,0.24549
1691,-0.13364,0.13076,0.2455
1692,-0.13352,0.13076,0.2455
1693,-0.13339,0.13076,0.24551
1694,-0.13327,0.13076,0.24552
1695,-0.13314,0.13076,0.24552
1696,-0.13302,0.13076,0.24552
1697,-0.13289,0.13076,0.24552
1698,-0.13277,0.13076,0.24552
1699,-0.13263,0.13076,0.24552
1700,-0.13251,0.13076,0.2455
1701,-0.13238,0.13076,0.24548
1702,-0.13226,0.13076,0.24547
1703,-0.13213,0.13076,0.24545
1704,-0.13201,0.13076,0.24545
1705,-0.13188,0.13076,0.24544
1706,-0.13176,0.13076,0.24543
1707,-0.13163,0.13076,0.24542
1708,-0.13151,0.13076,0.24542
1709,-0.13138,0.13076,0.24541
1710,-0.13125,0.13076,0.24542
1711,-0.13113,0.13076,0.24542
1712,-0.13101,0.13076,0.24542
1713,-0.13087,0.13076,0.24543
1714,-0.13075,0.13076,0.24543
1715,-0.13062,0.13076,0.24543
1716,-0.1305,0.13076,0.24544
1717,-0.13037,0.13076,0.24544
1718,-0.13025,0.13076,0.24544
1719,-0.13012,0.13076,0.24545
1720,-0.13,0.13076,0.24545
1721,-0.12987,0.13076,0.24545
1722,-0.12975,0.13076,0.24546
1723,-0.12961,0.13076,0.24544
1724,-0.12962,0.13062,0.24542
1725,-0.12975,0.13062,0.24545
1726,-0.12987,0.13062,0.24549
1727,-0.13,0.13062,0.24547
1728,-0.13012,0.13062,0.24546
1729,-0.13025,0.13062,0.24545
1730,-0.13037,0.13062,0.24543
1731,-0.1305,0.13062,0.24542
1732,-0.13062,0.13063,0.24542
1733,-0.13076,0.13063,0.24541
1734,-0.13088,0.13063,0.24541
1735,-0.13101,0.13063,0.24541
1736,-0.13113,0.13063,0.2454
1737,-0.13125,0.13063,0.2454
1738,-0.13138,0.13063,0.2454
1739,-0.13151,0.13063,0.24539
1740,-0.13163,0.13063,0.2454
1741,-0.13176,0.13063,0.2454
1742,-0.13188,0.13063,0.24541
1743,-0.13202,0.13063,0.24542
1744,-0.13214,0.13063,0.24543
1745,-0.13227,0.13063,0.24545
1746,-0.13239,0.13063,0.24547
1747,-0.13252,0.13063,0.24549
1748,-0.13264,0.13063,0.24551
1749,-0.13277,0.13063,0.24551
1750,-0.13289,0.13063,0.24551
1751,-0.13302,0.13063,0.24551
1752,-0.13314,0.13063,0.24551
1753,-0.13327,0.13063,0.24551
1754,-0.13339,0.13063,0.2455
1755,-0.13353,0.13063,0.24548
1756,-0.13365,0.13063,0.24546
1757,-0.13378,0.13063,0.24545
1758,-0.1339,0.13063,0.24545
1759,-0.13403,0.13063,0.24544
1760,-0.13415,0.13063,0.24544
1761,-0.13428,0.13063,0.24543
1762,-0.1344,0.13063,0.24543
1763,-0.13453,0.13063,0.24543
1764,-0.13465,0.13063,0.24542
1765,-0.13478,0.13063,0.24542
1766,-0.13491,0.13063,0.24541
1767,-0.13504,0.13063,0.24541
1768,-0.13516,0.13063,0.24541
1769,-0.13529,0.13063,0.24542
1770,-0.13541,0.13063,0.24543
1771,-0.13554,0.13063,0.24544
1772,-0.13566,0.13063,0.24543
1773,-0.13579,0.13063,0.24543
1774,-0.13591,0.13063,0.24542
1775,-0.13604,0.13063,0.24542
1776,-0.13617,0.13063,0.24541
1777,-0.1363,0.13063,0.24541
1778,-0.13642,0.13063,0.2454
1779,-0.13655,0.13063,0.2454
1780,-0.13667,0.13063,0.24539
1781,-0.1368,0.13063,0.2454
1782,-0.13692,0.13063,0.24541
1783,-0.13705,0.13063,0.24543
1784,-0.13717,0.13063,0.24543
1785,-0.13731,0.13063,0.24542
1786,-0.13743,0.13063,0.24542
1787,-0.13756,0.13063,0.24541
1788,-0.13768,0.13063,0.24541
1789,-0.13781,0.13063,0.24541
1790,-0.13793,0.13063,0.2454
1791,-0.13806,0.13063,0.2454
1792,-0.13818,0.13063,0.2454
1793,-0.13831,0.13063,0.2454
1794,-0.13843,0.13063,0.2454
1795,-0.13857,0.13063,0.2454
1796,-0.13869,0.13063,0.24539
1797,-0.13882,0.13064,0.24539
1798,-0.13894,0.13064,0.24539
1799,-0.13907,0.13064,0.24538
1800,-0.13919,0.13064,0.24538
1801,-0.13932,0.13064,0.24538
1802,-0.13944,0.13064,0.24539
1803,-0.13957,0.13064,0.24539
1804,-0.13969,0.13064,0.2454
1805,-0.13983,0.13064,0.2454
1806,-0.13995,0.13064,0.24541
1807,-0.14008,0.13064,0.24541
1808,-0.1402,0.13064,0.24541
1809,-0.14033,0.13064,0.24542
1810,-0.14045,0.13064,0.24542
1811,-0.14057,0.13064,0.24542
1812,-0.1407,0.13064,0.24543
1813,-0.14084,0.13064,0.24543
1814,-0.14096,0.13064,0.24543
1815,-0.14109,0.13064,0.24544
1816,-0.14121,0.13064,0.24544
1817,-0.14134,0.13064,0.24544
1818,-0.14146,0.13064,0.24545
1819,-0.14159,0.13064,0.24545
1820,-0.14171,0.13064,0.24545
1821,-0.14184,0.13064,0.24543
1822,-0.14196,0.13064,0.24541
1823,-0.14209,0.13064,0.24539
1824,-0.14221,0.13064,0.24536
1825,-0.14221,0.13052,0.24538
1826,-0.14209,0.13052,0.24537
1827,-0.14196,0.13052,0.2454
1828,-0.14184,0.13052,0.24542
1829,-0.14171,0.13052,0.24544
1830,-0.14159,0.13052,0.24543
1831,-0.14146,0.13052,0.24543
1832,-0.14134,0.13052,0.24543
1833,-0.14121,0.13052,0.24542
1834,-0.14109,0.13052,0.24542
1835,-0.14096,0.13052,0.24542
1836,-0.14084,0.13052,0.24541
1837,-0.14071,0.13052,0.24541
1838,-0.14058,0.13052,0.24541
1839,-0.14045,0.13052,0.2454
1840,-0.14033,0.13052,0.2454
1841,-0.1402,0.13052,0.2454
1842,-0.14008,0.13052,0.24539
1843,-0.13995,0.13052,0.24539
1844,-0.13983,0.13052,0.24538
1845,-0.1397,0.13052,0.24538
1846,-0.13958,0.13052,0.24538
1847,-0.13945,0.13052,0.24537
1848,-0.13933,0.13052,0.24537
1849,-0.1392,0.13052,0.24537
1850,-0.13908,0.13052,0.24538
1851,-0.13895,0.13052,0.24538
1852,-0.13882,0.13052,0.24539
1853,-0.1387,0.13052,0.24539
1854,-0.13857,0.13052,0.2454
1855,-0.13844,0.13052,0.2454
1856,-0.13832,0.13052,0.2454
1857,-0.13819,0.13052,0.2454
1858,-0.13807,0.13052,0.2454
1859,-0.13794,0.13052,0.2454
1860,-0.13782,0.13052,0.24539
1861,-0.13769,0.13052,0.24539
1862,-0.13757,0.13052,0.2454
1863,-0.13744,0.13052,0.2454
1864,-0.13732,0.13052,0.2454
1865,-0.13719,0.13052,0.24541
1866,-0.13706,0.13052,0.24541
1867,-0.13693,0.13052,0.2454
1868,-0.13681,0.13052,0.24539
1869,-0.13668,0.13052,0.24539
1870,-0.13656,0.13052,0.2454
1871,-0.13643,0.13052,0.2454
1872,-0.13631,0.13052,0.24541
1873,-0.13618,0.13052,0.24541
1874,-0.13606,0.13052,0.24542
1875,-0.13593,0.13052,0.24542
1876,-0.13581,0.13052,0.24543
1877,-0.13568,0.13052,0.24543
1878,-0.13555,0.13052,0.24544
1879,-0.13543,0.13052,0.24543
1880,-0.1353,0.13052,0.24542
1881,-0.13517,0.13052,0.2454
1882,-0.13505,0.13052,0.24539
1883,-0.13492,0.13052,0.24538
1884,-0.13479,0.13052,0.24539
1885,-0.13467,0.13052,0.24539
1886,-0.13455,0.13052,0.2454
1887,-0.13442,0.13052,0.2454
1888,-0.1343,0.13052,0.2454
1889,-0.13417,0.13052,0.24541
1890,-0.13405,0.13052,0.24541
1891,-0.13392,0.13052,0.24542
1892,-0.13379,0.13052,0.24543
1893,-0.13366,0.13052,0.24545
1894,-0.13354,0.13052,0.24546
1895,-0.13341,0.13052,0.24548
1896,-0.13329,0.13052,0.2455
1897,-0.13316,0.13052,0.2455
1898,-0.13304,0.13052,0.2455
1899,-0.13291,0.13052,0.2455
1900,-0.13279,0.13052,0.2455
1901,-0.13265,0.13052,0.2455
1902,-0.13253,0.13052,0.24548
1903,-0.1324,0.13052,0.24546
1904,-0.13228,0.13052,0.24544
1905,-0.13215,0.13052,0.24542
1906,-0.13203,0.13052,0.24541
1907,-0.1319,0.13052,0.24539
1908,-0.13178,0.13052,0.24538
1909,-0.13165,0.13052,0.24538
1910,-0.13153,0.13052,0.24538
1911,-0.1314,0.13052,0.24538
1912,-0.13127,0.13052,0.24539
1913,-0.13115,0.13052,0.24539
1914,-0.13103,0.13052,0.24539
1915,-0.13089,0.13052,0.2454
1916,-0.13077,0.13052,0.24542
1917,-0.13064,0.13052,0.24543
1918,-0.13052,0.13052,0.24544
1919,-0.13039,0.13052,0.24546
1920,-0.13027,0.13052,0.24547
1921,-0.13014,0.13052,0.24548
1922,-0.13002,0.13052,0.2455
1923,-0.12989,0.13052,0.24548
1924,-0.12977,0.13052,0.24545
1925,-0.12964,0.13052,0.24542
1926,-0.12964,0.13039,0.24541
1927,-0.12977,0.13039,0.24545
1928,-0.12989,0.13039,0.24548
1929,-0.13002,0.13039,0.24551
1930,-0.13014,0.13039,0.24552
1931,-0.13027,0.13039,0.2455
1932,-0.13039,0.13039,0.24549
1933,-0.13052,0.13039,0.24547
1934,-0.13064,0.13039,0.24546
1935,-0.13077,0.13039,0.24545
1936,-0.1309,0.13039,0.24543
1937,-0.13103,0.13039,0.24542
1938,-0.13115,0.13039,0.24541
1939,-0.13127,0.13039,0.24539
1940,-0.1314,0.13039,0.24538
1941,-0.13153,0.13039,0.24537
1942,-0.13165,0.13039,0.24536
1943,-0.13179,0.13039,0.24536
1944,-0.13191,0.13039,0.24537
1945,-0.13204,0.13039,0.24539
1946,-0.13216,0.13039,0.24541
1947,-0.13229,0.13039,0.24543
1948,-0.13241,0.13039,0.24545
1949,-0.13254,0.13039,0.24546
1950,-0.13266,0.13039,0.24548
1951,-0.13279,0.13039,0.24549
1952,-0.13291,0.1304,0.24549
1953,-0.13305,0.1304,0.24549
1954,-0.13317,0.1304,0.24549
1955,-0.1333,0.1304,0.24549
1956,-0.13342,0.1304,0.24547
1957,-0.13355,0.1304,0.24545
1958,-0.13367,0.1304,0.24543
1959,-0.1338,0.1304,0.24541
1960,-0.13392,0.1304,0.24539
1961,-0.13406,0.1304,0.24538
1962,-0.13418,0.1304,0.24538
1963,-0.13431,0.1304,0.24537
1964,-0.13443,0.1304,0.24536
1965,-0.13456,0.1304,0.24536
1966,-0.13468,0.1304,0.24536
1967,-0.1348,0.1304,0.24536
1968,-0.13493,0.1304,0.24538
1969,-0.13506,0.1304,0.24539
1970,-0.13519,0.1304,0.2454
1971,-0.13532,0.1304,0.24541
1972,-0.13544,0.1304,0.24543
1973,-0.13557,0.1304,0.24543
1974,-0.13569,0.1304,0.24543
1975,-0.13582,0.1304,0.24542
1976,-0.13594,0.1304,0.24542
1977,-0.13607,0.1304,0.24541
1978,-0.13619,0.1304,0.24541
1979,-0.13632,0.1304,0.2454
1980,-0.13645,0.1304,0.2454
1981,-0.13658,0.1304,0.2454
1982,-0.1367,0.1304,0.24539
1983,-0.13683,0.1304,0.24539
1984,-0.13695,0.13041,0.24539
1985,-0.13708,0.13041,0.24539
1986,-0.1372,0.13041,0.24539
1987,-0.13733,0.13041,0.24539
1988,-0.13745,0.13041,0.24539
1989,-0.13758,0.13041,0.24539
1990,-0.1377,0.13041,0.24539
1991,-0.13784,0.13041,0.2454
1992,-0.13796,0.13041,0.2454
1993,-0.13809,0.13041,0.2454
1994,-0.13821,0.13041,0.2454
1995,-0.13834,0.13041,0.24541
1996,-0.13846,0.13041,0.2454
1997,-0.13859,0.13041,0.2454
1998,-0.13871,0.13041,0.24539
1999,-0.13884,0.13041,0.24539
2000,-0.13897,0.13041,0.24538
2001,-0.1391,0.13041,0.24538
2002,-0.13922,0.13041,0.24537
2003,-0.13935,0.13042,0.24536
2004,-0.13947,0.13042,0.24536
2005,-0.1396,0.13042,0.24536
2006,-0.13972,0.13042,0.24537
2007,-0.13985,0.13042,0.24537
2008,-0.13997,0.13042,0.24537
2009,-0.1401,0.13042,0.24538
2010,-0.14023,0.13042,0.24538
2011,-0.14036,0.13042,0.24539
2012,-0.14048,0.13042,0.24539
2013,-0.1406,0.13042,0.24539
2014,-0.14073,0.13042,0.2454
2015,-0.14086,0.13042,0.2454
2016,-0.14098,0.13042,0.2454
2017,-0.14111,0.13042,0.24541
2018,-0.14123,0.13042,0.24541
2019,-0.14137,0.13043,0.24542
2020,-0.14149,0.13043,0.24542
2021,-0.14162,0.13043,0.24542
2022,-0.14174,0.13043,0.24543
2023,-0.14187,0.13043,0.24541
2024,-0.14199,0.13043,0.24538
2025,-0.14212,0.13043,0.24538
2026,-0.14224,0.13043,0.24541
2027,-0.14224,0.13031,0.24544
2028,-0.14212,0.13031,0.24541
2029,-0.14199,0.13031,0.24539
2030,-0.14187,0.13031,0.2454
2031,-0.14174,0.13031,0.24541
2032,-0.14162,0.13031,0.24541
2033,-0.14149,0.13031,0.2454
2034,-0.14137,0.13031,0.2454
2035,-0.14124,0.13031,0.2454
2036,-0.14111,0.13031,0.24539
2037,-0.14098,0.13031,0.24539
2038,-0.14086,0.13031,0.24538
2039,-0.14073,0.13031,0.24538
2040,-0.1406,0.13031,0.24538
2041,-0.14048,0.13031,0.24537
2042,-0.14036,0.13031,0.24537
2043,-0.14023,0.13031,0.24537
2044,-0.14011,0.13031,0.24537
2045,-0.13998,0.13031,0.24537
2046,-0.13985,0.13031,0.24537
2047,-0.13972,0.13031,0.24536
2048,-0.1396,0.13032,0.24536
2049,-0.13947,0.13032,0.24536
2050,-0.13935,0.13032,0.24537
2051,-0.13922,0.13032,0.24537
2052,-0.1391,0.13032,0.24538
2053,-0.13897,0.13032,0.24538
2054,-0.13885,0.13032,0.24539
2055,-0.13872,0.13032,0.24539
2056,-0.13859,0.13032,0.2454
2057,-0.13846,0.13032,0.24541
2058,-0.13834,0.13032,0.24541
2059,-0.13821,0.13032,0.2454
2060,-0.13809,0.13032,0.2454
2061,-0.13796,0.13032,0.2454
2062,-0.13784,0.13032,0.2454
2063,-0.13771,0.13032,0.24539
2064,-0.13759,0.13032,0.24539
2065,-0.13746,0.13032,0.24539
2066,-0.13734,0.13032,0.24539
2067,-0.1372,0.13032,0.24538
2068,-0.13708,0.13032,0.24538
2069,-0.13695,0.13032,0.24538
2070,-0.13683,0.13032,0.24539
2071,-0.1367,0.13032,0.24539
2072,-0.13658,0.13032,0.24539
2073,-0.13645,0.13032,0.2454
2074,-0.13633,0.13032,0.2454
2075,-0.1362,0.13032,0.24541
2076,-0.13608,0.13032,0.24541
2077,-0.13594,0.13032,0.24542
2078,-0.13582,0.13032,0.24542
2079,-0.13569,0.13032,0.24543
2080,-0.13557,0.13032,0.24543
2081,-0.13544,0.13032,0.24542
2082,-0.13532,0.13032,0.24541
2083,-0.13519,0.13032,0.2454
2084,-0.13507,0.13033,0.24539
2085,-0.13494,0.13033,0.24538
2086,-0.1348,0.13033,0.24536
2087,-0.13468,0.13033,0.24535
2088,-0.13456,0.13033,0.24534
2089,-0.13443,0.13033,0.24534
2090,-0.13431,0.13033,0.24535
2091,-0.13418,0.13033,0.24535
2092,-0.13406,0.13033,0.24536
2093,-0.13393,0.13033,0.24538
2094,-0.13381,0.13033,0.2454
2095,-0.13367,0.13033,0.24542
2096,-0.13355,0.13033,0.24544
2097,-0.13342,0.13033,0.24546
2098,-0.1333,0.13033,0.24548
2099,-0.13317,0.13033,0.24549
2100,-0.13305,0.13033,0.24549
2101,-0.13292,0.13033,0.24549
2102,-0.1328,0.13033,0.24549
2103,-0.13266,0.13033,0.24547
2104,-0.13254,0.13033,0.24546
2105,-0.13241,0.13033,0.24544
2106,-0.13229,0.13033,0.24542
2107,-0.13216,0.13033,0.2454
2108,-0.13204,0.13033,0.24538
2109,-0.13191,0.13033,0.24536
2110,-0.13179,0.13033,0.24535
2111,-0.13166,0.13033,0.24537
2112,-0.13153,0.13033,0.24538
2113,-0.1314,0.13033,0.2454
2114,-0.13127,0.13033,0.24541
2115,-0.13115,0.13033,0.24542
2116,-0.13103,0.13033,0.24543
2117,-0.1309,0.13033,0.24545
2118,-0.13078,0.13033,0.24546
2119,-0.13065,0.13033,0.24547
2120,-0.13052,0.13033,0.24549
2121,-0.13039,0.13033,0.2455
2122,-0.13027,0.13033,0.24551
2123,-0.13014,0.13033,0.24553
2124,-0.13002,0.13033,0.24551
2125,-0.12989,0.13034,0.24548
2126,-0.12977,0.13034,0.24544
2127,-0.12964,0.13034,0.24541
2128,-0.12964,0.13021,0.2454
2129,-0.12977,0.13021,0.24544
2130,-0.12989,0.13021,0.24547
2131,-0.13002,0.13021,0.2455
2132,-0.13014,0.13021,0.24554
2133,-0.13027,0.13021,0.24554
2134,-0.13039,0.13021,0.24553
2135,-0.13052,0.13021,0.24552
2136,-0.13064,0.13021,0.24551
2137,-0.13078,0.13021,0.24549
2138,-0.1309,0.13021,0.24548
2139,-0.13103,0.13021,0.24546
2140,-0.13115,0.13021,0.24545
2141,-0.13127,0.13021,0.24544
2142,-0.1314,0.13021,0.24542
2143,-0.13153,0.13021,0.24541
2144,-0.13166,0.13021,0.24538
2145,-0.13179,0.13021,0.24535
2146,-0.13191,0.13021,0.24536
2147,-0.13204,0.13022,0.24537
2148,-0.13216,0.13022,0.24539
2149,-0.13229,0.13022,0.24541
2150,-0.13241,0.13022,0.24543
2151,-0.13254,0.13022,0.24544
2152,-0.13266,0.13022,0.24546
2153,-0.1328,0.13022,0.24548
2154,-0.13292,0.13022,0.24548
2155,-0.13305,0.13022,0.24548
2156,-0.13317,0.13022,0.24548
2157,-0.1333,0.13022,0.24547
2158,-0.13342,0.13022,0.24545
2159,-0.13355,0.13022,0.24543
2160,-0.13367,0.13022,0.24541
2161,-0.13381,0.13022,0.24539
2162,-0.13393,0.13022,0.24537
2163,-0.13406,0.13022,0.24535
2164,-0.13418,0.13022,0.24533
2165,-0.13431,0.13023,0.24532
2166,-0.13443,0.13023,0.24532
2167,-0.13456,0.13023,0.24534
2168,-0.13468,0.13023,0.24535
2169,-0.13481,0.13023,0.24536
2170,-0.13494,0.13023,0.24537
2171,-0.13507,0.13023,0.24538
2172,-0.13519,0.13023,0.2454
2173,-0.13532,0.13023,0.24541
2174,-0.13544,0.13023,0.24542
2175,-0.13557,0.13023,0.24543
2176,-0.13569,0.13023,0.24543
2177,-0.13582,0.13023,0.24542
2178,-0.13595,0.13023,0.24542
2179,-0.13608,0.13023,0.24541
2180,-0.1362,0.13023,0.24541
2181,-0.13633,0.13023,0.2454
2182,-0.13645,0.13023,0.2454
2183,-0.13658,0.13023,0.24539
2184,-0.1367,0.13023,0.24539
2185,-0.13683,0.13023,0.24538
2186,-0.13695,0.13023,0.24538
2187,-0.13709,0.13023,0.24538
2188,-0.13721,0.13023,0.24539
2189,-0.13734,0.13023,0.24539
2190,-0.13746,0.13023,0.24539
2191,-0.13759,0.13023,0.24539
2192,-0.13771,0.13023,0.2454
2193,-0.13784,0.13023,0.2454
2194,-0.13797,0.13023,0.2454
2195,-0.1381,0.13023,0.2454
2196,-0.13822,0.13023,0.24541
2197,-0.13835,0.13023,0.24541
2198,-0.13847,0.13023,0.24541
2199,-0.1386,0.13023,0.2454
2200,-0.13872,0.13023,0.2454
2201,-0.13885,0.13023,0.24539
2202,-0.13897,0.13023,0.24538
2203,-0.13911,0.13023,0.24538
2204,-0.13923,0.13023,0.24537
2205,-0.13936,0.13023,0.24537
2206,-0.13948,0.13023,0.24537
2207,-0.13961,0.13023,0.24537
2208,-0.13973,0.13023,0.24537
2209,-0.13986,0.13023,0.24537
2210,-0.13998,0.13023,0.24537
2211,-0.14012,0.13023,0.24537
2212,-0.14024,0.13023,0.24537
2213,-0.14037,0.13023,0.24538
2214,-0.14049,0.13023,0.24538
2215,-0.14061,0.13023,0.24538
2216,-0.14074,0.13023,0.24538
2217,-0.14087,0.13023,0.24538
2218,-0.14099,0.13023,0.24538
2219,-0.14113,0.13023,0.24538
2220,-0.14125,0.13023,0.24538
2221,-0.14138,0.13023,0.24539
2222,-0.1415,0.13023,0.24539
2223,-0.14163,0.13023,0.24539
2224,-0.14175,0.13023,0.2454
2225,-0.14188,0.13022,0.24539
2226,-0.142,0.13022,0.24541
2227,-0.14214,0.13022,0.24544
2228,-0.14226,0.13022,0.24546
2229,-0.14226,0.1301,0.2455
2230,-0.14214,0.1301,0.24547
2231,-0.14201,0.1301,0.24544
2232,-0.14188,0.1301,0.2454
2233,-0.14175,0.1301,0.24539
2234,-0.14163,0.1301,0.24539
2235,-0.1415,0.1301,0.24539
2236,-0.14138,0.1301,0.24539
2237,-0.14125,0.1301,0.24539
2238,-0.14113,0.1301,0.24539
2239,-0.141,0.1301,0.24539
2240,-0.14087,0.1301,0.24539
2241,-0.14074,0.1301,0.24539
2242,-0.14061,0.1301,0.24538
2243,-0.14049,0.1301,0.24538
2244,-0.14037,0.1301,0.24538
2245,-0.14024,0.1301,0.24538
2246,-0.14012,0.1301,0.24538
2247,-0.13999,0.1301,0.24538
2248,-0.13987,0.13009,0.24538
2249,-0.13973,0.13009,0.24538
2250,-0.13961,0.13009,0.24538
2251,-0.13948,0.13009,0.24537
2252,-0.13936,0.13009,0.24538
2253,-0.13923,0.13009,0.24538
