PMC,X,Y,Z
770,-0.13643,0.13194,0.24553
771,-0.13656,0.13194,0.24552
772,-0.13669,0.13194,0.24551
773,-0.13682,0.13194,0.2455
774,-0.13694,0.13194,0.24549
775,-0.13707,0.13194,0.24548
776,-0.13719,0.13194,0.24548
777,-0.13733,0.13194,0.24548
778,-0.13745,0.13194,0.24549
779,-0.13758,0.13194,0.24549
780,-0.1377,0.13194,0.2455
781,-0.13783,0.13194,0.2455
782,-0.13795,0.13194,0.24551
783,-0.13808,0.13194,0.24551
784,-0.13821,0.13194,0.24551
785,-0.13834,0.13194,0.24551
786,-0.13846,0.13194,0.24551
787,-0.13859,0.13194,0.24551
788,-0.13871,0.13194,0.24552
789,-0.13885,0.13194,0.24553
790,-0.13897,0.13194,0.24553
791,-0.1391,0.13194,0.24554
792,-0.13922,0.13194,0.24554
793,-0.13936,0.13194,0.24555
794,-0.13948,0.13194,0.24555
795,-0.13961,0.13194,0.24555
796,-0.13973,0.13194,0.24555
797,-0.13986,0.13194,0.24555
798,-0.13998,0.13194,0.24555
799,-0.14012,0.13194,0.24555
800,-0.14024,0.13194,0.24555
801,-0.14036,0.13194,0.24556
802,-0.14049,0.13194,0.24556
803,-0.14062,0.13194,0.24556
804,-0.14074,0.13194,0.24556
805,-0.14088,0.13194,0.24557
806,-0.141,0.13194,0.24557
807,-0.14113,0.13194,0.24556
808,-0.14125,0.13194,0.24555
809,-0.14138,0.13194,0.24554
810,-0.14151,0.13194,0.24553
811,-0.14164,0.13194,0.24552
812,-0.14176,0.13194,0.2455
813,-0.14189,0.13194,0.24548
814,-0.14201,0.13194,0.24546
815,-0.14201,0.13182,0.24546
816,-0.14189,0.13182,0.24548
817,-0.14176,0.13182,0.2455
818,-0.14164,0.13182,0.24551
819,-0.14151,0.13182,0.24553
820,-0.14139,0.13182,0.24554
821,-0.14126,0.13182,0.24555
822,-0.14114,0.13182,0.24556
823,-0.14101,0.13182,0.24557
824,-0.14089,0.13182,0.24558
825,-0.14076,0.13182,0.24558
826,-0.14064,0.13182,0.24558
827,-0.14051,0.13182,0.24558
828,-0.14038,0.13182,0.24557
829,-0.14026,0.13182,0.24557
830,-0.14014,0.13182,0.24557
831,-0.14,0.13182,0.24557
832,-0.13988,0.13182,0.24556
833,-0.13975,0.13182,0.24555
834,-0.13963,0.13182,0.24555
835,-0.1395,0.13182,0.24554
836,-0.13938,0.13182,0.24554
837,-0.13925,0.13182,0.24553
838,-0.13913,0.13182,0.24552
839,-0.139,0.13182,0.24552
840,-0.13888,0.13182,0.24551
841,-0.13875,0.13182,0.24551
842,-0.13862,0.13182,0.2455
843,-0.1385,0.13182,0.24549
844,-0.13838,0.13182,0.24549
845,-0.13824,0.13181,0.2455
846,-0.13812,0.13181,0.24551
847,-0.13799,0.13181,0.24551
848,-0.13787,0.13181,0.2455
849,-0.13774,0.13181,0.2455
850,-0.13762,0.13181,0.24549
851,-0.13749,0.13181,0.24549
852,-0.13737,0.13181,0.24548
853,-0.13724,0.13181,0.24548
854,-0.13712,0.13181,0.24548
855,-0.13699,0.13181,0.24549
856,-0.13687,0.13181,0.2455
857,-0.13674,0.13181,0.24551
858,-0.13662,0.13181,0.24552
859,-0.13649,0.13181,0.24553
860,-0.13637,0.13181,0.24553
861,-0.13624,0.13181,0.24554
862,-0.13612,0.13181,0.24555
863,-0.13599,0.13181,0.24553
864,-0.13586,0.13181,0.24554
865,-0.13574,0.13181,0.24554
866,-0.13561,0.13181,0.24553
867,-0.13548,0.13181,0.24552
868,-0.13536,0.13181,0.24551
869,-0.13523,0.13181,0.2455
870,-0.13511,0.13181,0.24549
871,-0.13498,0.13181,0.24548
872,-0.13486,0.13181,0.24549
873,-0.13473,0.13181,0.24549
874,-0.1346,0.13181,0.2455
875,-0.13448,0.13181,0.2455
876,-0.13436,0.13181,0.24551
877,-0.13423,0.13181,0.24551
878,-0.1341,0.13181,0.24552
879,-0.13398,0.13181,0.24552
880,-0.13386,0.13181,0.24553
881,-0.13372,0.13181,0.24552
882,-0.1336,0.13181,0.24551
883,-0.13347,0.13181,0.2455
884,-0.13335,0.13181,0.2455
885,-0.13322,0.13181,0.24549
886,-0.1331,0.13181,0.24549
887,-0.13297,0.13181,0.2455
888,-0.13285,0.13181,0.2455
889,-0.13272,0.13181,0.24551
890,-0.1326,0.13181,0.24551
891,-0.13247,0.13181,0.24552
892,-0.13235,0.13181,0.24552
893,-0.13222,0.13181,0.24553
894,-0.1321,0.13181,0.24553
895,-0.13197,0.13181,0.24553
896,-0.13185,0.13181,0.24554
897,-0.13172,0.13181,0.24554
898,-0.1316,0.13181,0.24554
899,-0.13146,0.13181,0.24555
900,-0.13135,0.13181,0.24555
901,-0.13121,0.13181,0.24555
902,-0.13108,0.13181,0.24556
903,-0.13096,0.13181,0.24556
904,-0.13084,0.13181,0.24556
905,-0.13071,0.13181,0.24557
906,-0.13059,0.13181,0.24555
907,-0.13046,0.13181,0.24553
908,-0.13034,0.13181,0.24551
909,-0.13021,0.13181,0.24549
910,-0.13009,0.13181,0.24547
911,-0.12996,0.13181,0.24545
912,-0.12984,0.1318,0.24543
913,-0.12971,0.1318,0.24541
914,-0.12959,0.1318,0.2454
915,-0.12946,0.1318,0.2454
916,-0.12946,0.13167,0.24541
917,-0.12959,0.13167,0.2454
918,-0.12971,0.13167,0.24542
919,-0.12984,0.13167,0.24544
920,-0.12997,0.13167,0.24546
921,-0.1301,0.13167,0.24548
922,-0.13022,0.13167,0.2455
923,-0.13035,0.13167,0.24552
924,-0.13047,0.13167,0.24554
925,-0.1306,0.13168,0.24556
926,-0.13072,0.13168,0.24556
927,-0.13085,0.13168,0.24556
928,-0.13098,0.13168,0.24556
929,-0.1311,0.13168,0.24556
930,-0.13123,0.13168,0.24556
931,-0.13137,0.13168,0.24555
932,-0.13149,0.13168,0.24555
933,-0.13162,0.13168,0.24555
934,-0.13174,0.13168,0.24554
935,-0.13187,0.13168,0.24554
936,-0.13199,0.13168,0.24554
937,-0.13213,0.13168,0.24553
938,-0.13225,0.13168,0.24553
939,-0.13238,0.13168,0.24553
940,-0.1325,0.13168,0.24552
941,-0.13263,0.13168,0.24552
942,-0.13275,0.13168,0.24551
943,-0.13289,0.13168,0.24551
944,-0.13301,0.13168,0.2455
945,-0.13314,0.13168,0.2455
946,-0.13326,0.13168,0.24549
947,-0.13339,0.13168,0.2455
948,-0.13351,0.13168,0.24551
949,-0.13365,0.13168,0.24552
950,-0.13377,0.13168,0.24553
951,-0.1339,0.13168,0.24552
952,-0.13402,0.13168,0.24552
953,-0.13415,0.13168,0.24551
954,-0.13428,0.13168,0.24551
955,-0.13441,0.13168,0.2455
956,-0.13453,0.13168,0.2455
957,-0.13465,0.13168,0.24549
958,-0.13478,0.13168,0.24549
959,-0.13492,0.13168,0.24548
960,-0.13504,0.13168,0.24548
961,-0.13517,0.13168,0.24549
962,-0.13529,0.13168,0.2455
963,-0.13542,0.13168,0.24551
964,-0.13554,0.13168,0.24552
965,-0.13567,0.13168,0.24553
966,-0.1358,0.13168,0.24553
967,-0.13593,0.13168,0.24552
968,-0.13605,0.13168,0.24551
969,-0.13618,0.13168,0.24553
970,-0.13631,0.13168,0.24554
971,-0.13644,0.13168,0.24553
972,-0.13656,0.13168,0.24552
973,-0.13669,0.13168,0.24551
974,-0.13681,0.13168,0.24551
975,-0.13694,0.13168,0.2455
976,-0.13706,0.13168,0.24549
977,-0.1372,0.13168,0.24548
978,-0.13732,0.13168,0.24548
979,-0.13745,0.13168,0.24549
980,-0.13757,0.13168,0.24549
981,-0.1377,0.13168,0.2455
982,-0.13782,0.13168,0.2455
983,-0.13795,0.13168,0.2455
984,-0.13807,0.13168,0.2455
985,-0.13821,0.13168,0.24549
986,-0.13833,0.13168,0.24548
987,-0.13846,0.13168,0.24548
988,-0.13858,0.13168,0.24548
989,-0.13871,0.13168,0.24549
990,-0.13883,0.13168,0.24549
991,-0.13896,0.13168,0.2455
992,-0.13909,0.13168,0.2455
993,-0.13922,0.13168,0.24551
994,-0.13934,0.13168,0.24552
995,-0.13947,0.13168,0.24552
996,-0.13959,0.13168,0.24553
997,-0.13972,0.13168,0.24553
998,-0.13984,0.13168,0.24554
999,-0.13998,0.13168,0.24555
1000,-0.1401,0.13168,0.24555
1001,-0.14023,0.13168,0.24556
1002,-0.14035,0.13168,0.24556
1003,-0.14047,0.13168,0.24557
1004,-0.1406,0.13168,0.24558
1005,-0.14074,0.13168,0.24558
1006,-0.14086,0.13168,0.24559
1007,-0.14099,0.13168,0.24557
1008,-0.14111,0.13168,0.24556
1009,-0.14124,0.13168,0.24555
1010,-0.14136,0.13168,0.24554
1011,-0.14149,0.13168,0.24553
1012,-0.14161,0.13168,0.24552
1013,-0.14175,0.13168,0.2455
1014,-0.14187,0.13168,0.24548
1015,-0.142,0.13168,0.24546
1016,-0.14212,0.13168,0.24544
1017,-0.14212,0.13156,0.24544
1018,-0.142,0.13156,0.24546
1019,-0.14187,0.13156,0.24548
1020,-0.14175,0.13156,0.2455
1021,-0.14162,0.13156,0.24552
1022,-0.1415,0.13156,0.24553
1023,-0.14137,0.13156,0.24554
1024,-0.14125,0.13156,0.24555
1025,-0.14111,0.13156,0.24556
1026,-0.14099,0.13156,0.24557
1027,-0.14086,0.13155,0.24557
1028,-0.14074,0.13155,0.24556
1029,-0.14061,0.13155,0.24556
1030,-0.14048,0.13155,0.24555
1031,-0.14036,0.13155,0.24555
1032,-0.14024,0.13155,0.24554
1033,-0.14011,0.13155,0.24554
1034,-0.13999,0.13155,0.24553
1035,-0.13986,0.13155,0.24552
1036,-0.13974,0.13155,0.24552
1037,-0.13961,0.13155,0.24551
1038,-0.13948,0.13155,0.24551
1039,-0.13935,0.13155,0.2455
1040,-0.13923,0.13155,0.24549
1041,-0.1391,0.13155,0.24549
1042,-0.13898,0.13155,0.24548
1043,-0.13885,0.13155,0.24548
1044,-0.13873,0.13155,0.24547
1045,-0.1386,0.13155,0.24547
1046,-0.13848,0.13155,0.24547
1047,-0.13835,0.13155,0.24547
1048,-0.13822,0.13155,0.24548
1049,-0.1381,0.13155,0.24548
1050,-0.13797,0.13155,0.24549
1051,-0.13784,0.13155,0.2455
1052,-0.13772,0.13155,0.2455
1053,-0.13759,0.13155,0.2455
1054,-0.13747,0.13155,0.24549
1055,-0.13734,0.13155,0.24549
1056,-0.13722,0.13155,0.24548
1057,-0.13709,0.13155,0.24549
1058,-0.13697,0.13155,0.2455
1059,-0.13684,0.13155,0.24551
1060,-0.13672,0.13155,0.24551
1061,-0.13658,0.13155,0.24552
1062,-0.13646,0.13154,0.24552
1063,-0.13633,0.13154,0.24551
1064,-0.13621,0.13154,0.2455
1065,-0.13608,0.13154,0.24549
1066,-0.13596,0.13154,0.2455
1067,-0.13583,0.13154,0.24551
1068,-0.13571,0.13154,0.24551
1069,-0.13558,0.13154,0.24551
1070,-0.13546,0.13154,0.2455
1071,-0.13533,0.13154,0.24549
1072,-0.13521,0.13154,0.24548
1073,-0.13508,0.13154,0.24547
1074,-0.13495,0.13154,0.24548
1075,-0.13482,0.13154,0.24548
1076,-0.13469,0.13154,0.24549
1077,-0.13457,0.13154,0.2455
1078,-0.13445,0.13154,0.2455
1079,-0.13432,0.13154,0.2455
1080,-0.1342,0.13154,0.24551
1081,-0.13407,0.13154,0.24551
1082,-0.13395,0.13154,0.24552
1083,-0.13382,0.13154,0.24552
1084,-0.1337,0.13154,0.24553
1085,-0.13356,0.13154,0.24552
1086,-0.13344,0.13154,0.24551
1087,-0.13331,0.13154,0.2455
1088,-0.13319,0.13154,0.2455
1089,-0.13306,0.13154,0.24551
1090,-0.13294,0.13154,0.24551
1091,-0.13281,0.13154,0.24551
1092,-0.13269,0.13154,0.24552
1093,-0.13256,0.13154,0.24552
1094,-0.13244,0.13153,0.24553
1095,-0.13231,0.13153,0.24553
1096,-0.13218,0.13153,0.24554
1097,-0.13205,0.13153,0.24554
1098,-0.13193,0.13153,0.24554
1099,-0.1318,0.13153,0.24555
1100,-0.13168,0.13153,0.24555
1101,-0.13155,0.13153,0.24555
1102,-0.13143,0.13153,0.24556
1103,-0.1313,0.13153,0.24556
1104,-0.13117,0.13153,0.24555
1105,-0.13105,0.13153,0.24554
1106,-0.13093,0.13153,0.24554
1107,-0.1308,0.13153,0.24553
1108,-0.13068,0.13153,0.24554
1109,-0.13054,0.13153,0.24554
1110,-0.13042,0.13153,0.24554
1111,-0.13029,0.13153,0.24552
1112,-0.13017,0.13153,0.2455
1113,-0.13004,0.13153,0.24548
1114,-0.12992,0.13153,0.24546
1115,-0.12979,0.13153,0.24544
1116,-0.12967,0.13153,0.24542
1117,-0.12954,0.13153,0.24541
1118,-0.12954,0.1314,0.24542
1119,-0.12967,0.1314,0.24543
1120,-0.12979,0.1314,0.24544
1121,-0.12992,0.1314,0.24546
1122,-0.13004,0.1314,0.24548
1123,-0.13017,0.1314,0.24551
1124,-0.1303,0.1314,0.24552
1125,-0.13043,0.1314,0.24553
1126,-0.13055,0.1314,0.24552
1127,-0.13068,0.1314,0.24552
1128,-0.1308,0.1314,0.24552
1129,-0.13093,0.1314,0.24551
1130,-0.13106,0.1314,0.24552
1131,-0.13118,0.1314,0.24553
1132,-0.13131,0.1314,0.24553
1133,-0.13144,0.1314,0.24554
1134,-0.13156,0.1314,0.24555
1135,-0.13169,0.1314,0.24555
1136,-0.13181,0.1314,0.24555
1137,-0.13194,0.1314,0.24555
1138,-0.13207,0.1314,0.24554
1139,-0.1322,0.1314,0.24554
1140,-0.13232,0.1314,0.24554
1141,-0.13245,0.1314,0.24553
1142,-0.13257,0.1314,0.24553
1143,-0.13271,0.1314,0.24552
1144,-0.13283,0.1314,0.24552
1145,-0.13296,0.1314,0.24552
1146,-0.13308,0.1314,0.24551
1147,-0.13321,0.1314,0.24551
1148,-0.13333,0.1314,0.24551
1149,-0.13346,0.1314,0.24552
1150,-0.13359,0.1314,0.24552
1151,-0.13372,0.1314,0.24553
1152,-0.13384,0.1314,0.24552
1153,-0.13397,0.1314,0.24552
1154,-0.13409,0.1314,0.24551
1155,-0.13422,0.1314,0.24551
1156,-0.13434,0.1314,0.2455
1157,-0.13448,0.1314,0.2455
1158,-0.1346,0.1314,0.24549
1159,-0.13472,0.1314,0.24549
1160,-0.13485,0.1314,0.24548
1161,-0.13498,0.1314,0.24548
1162,-0.1351,0.1314,0.24547
1163,-0.13523,0.1314,0.24547
1164,-0.13535,0.1314,0.24548
1165,-0.13549,0.1314,0.24549
1166,-0.13561,0.1314,0.2455
1167,-0.13574,0.1314,0.2455
1168,-0.13586,0.1314,0.24549
1169,-0.13599,0.1314,0.24548
1170,-0.13611,0.1314,0.24547
1171,-0.13625,0.1314,0.24547
1172,-0.13637,0.1314,0.24548
1173,-0.1365,0.1314,0.2455
1174,-0.13662,0.1314,0.24551
1175,-0.13675,0.1314,0.24551
1176,-0.13687,0.1314,0.24551
1177,-0.137,0.1314,0.2455
1178,-0.13712,0.1314,0.24549
1179,-0.13725,0.1314,0.24548
1180,-0.13738,0.1314,0.24549
1181,-0.13751,0.1314,0.24549
1182,-0.13763,0.1314,0.2455
1183,-0.13776,0.1314,0.24549
1184,-0.13788,0.1314,0.24548
1185,-0.13801,0.1314,0.24548
1186,-0.13813,0.1314,0.24547
1187,-0.13826,0.1314,0.24546
1188,-0.13838,0.1314,0.24546
1189,-0.13852,0.1314,0.24546
1190,-0.13864,0.1314,0.24545
1191,-0.13877,0.1314,0.24545
1192,-0.13889,0.1314,0.24546
1193,-0.13902,0.1314,0.24546
1194,-0.13914,0.1314,0.24547
1195,-0.13927,0.1314,0.24548
1196,-0.13939,0.1314,0.24548
1197,-0.13953,0.13141,0.24549
1198,-0.13965,0.13141,0.2455
1199,-0.13978,0.13141,0.2455
1200,-0.1399,0.13141,0.24551
1201,-0.14003,0.13141,0.24551
1202,-0.14015,0.13141,0.24552
1203,-0.14028,0.13141,0.24553
1204,-0.1404,0.13141,0.24553
1205,-0.14053,0.13141,0.24554
1206,-0.14066,0.13141,0.24554
1207,-0.14079,0.13141,0.24554
1208,-0.14091,0.13141,0.24555
1209,-0.14104,0.13141,0.24555
1210,-0.14116,0.13141,0.24555
1211,-0.14129,0.13141,0.24554
1212,-0.14141,0.13141,0.24553
1213,-0.14154,0.13141,0.24552
1214,-0.14167,0.13141,0.24551
1215,-0.1418,0.13141,0.24549
1216,-0.14192,0.13141,0.24547
1217,-0.14205,0.13141,0.24545
1218,-0.14217,0.13141,0.24543
1219,-0.14217,0.13129,0.24542
1220,-0.14205,0.13129,0.24544
1221,-0.14192,0.13129,0.24547
1222,-0.1418,0.13129,0.24549
1223,-0.14167,0.13129,0.24551
1224,-0.14155,0.13129,0.24552
1225,-0.14141,0.13129,0.24553
1226,-0.14129,0.13129,0.24554
1227,-0.14116,0.13129,0.24554
1228,-0.14104,0.13129,0.24553
1229,-0.14091,0.13129,0.24553
1230,-0.14079,0.13129,0.24553
1231,-0.14066,0.13129,0.24552
1232,-0.14053,0.13129,0.24552
1233,-0.14041,0.13129,0.24552
1234,-0.14029,0.13129,0.24551
1235,-0.14015,0.13129,0.24551
1236,-0.14003,0.13129,0.2455
1237,-0.1399,0.13129,0.24549
1238,-0.13978,0.13129,0.24549
1239,-0.13965,0.13129,0.24548
1240,-0.13953,0.13129,0.24547
1241,-0.1394,0.13129,0.24547
1242,-0.13928,0.13129,0.24546
1243,-0.13915,0.13129,0.24546
1244,-0.13902,0.13129,0.24545
1245,-0.13889,0.13129,0.24544
1246,-0.13877,0.13129,0.24544
1247,-0.13864,0.13129,0.24545
1248,-0.13852,0.13129,0.24545
1249,-0.13839,0.13129,0.24545
1250,-0.13827,0.13129,0.24545
1251,-0.13814,0.13129,0.24546
1252,-0.13802,0.13129,0.24547
1253,-0.13789,0.13129,0.24547
1254,-0.13777,0.13129,0.24548
1255,-0.13763,0.13129,0.24549
1256,-0.13751,0.13129,0.24549
1257,-0.13738,0.13129,0.24549
1258,-0.13726,0.13129,0.24549
1259,-0.13713,0.13129,0.24549
1260,-0.13701,0.13129,0.2455
1261,-0.13688,0.13129,0.24551
1262,-0.13676,0.13129,0.2455
1263,-0.13663,0.13129,0.24549
1264,-0.1365,0.13129,0.24547
1265,-0.13637,0.13129,0.24546
1266,-0.13625,0.13129,0.24545
1267,-0.13612,0.13129,0.24546
1268,-0.136,0.13129,0.24547
1269,-0.13587,0.13129,0.24547
1270,-0.13575,0.13129,0.24548
1271,-0.13562,0.13129,0.24549
1272,-0.1355,0.13129,0.24548
1273,-0.13537,0.13129,0.24547
1274,-0.13525,0.13129,0.24546
1275,-0.13511,0.13129,0.24547
1276,-0.13499,0.13129,0.24547
1277,-0.13486,0.13129,0.24548
1278,-0.13473,0.13129,0.24548
1279,-0.13461,0.13129,0.24549
1280,-0.13449,0.13129,0.24549
1281,-0.13436,0.13129,0.2455
1282,-0.13424,0.13129,0.2455
1283,-0.13411,0.13129,0.24551
1284,-0.13399,0.13129,0.24551
1285,-0.13385,0.13129,0.24552
1286,-0.13373,0.13129,0.24552
1287,-0.1336,0.13129,0.24553
1288,-0.13348,0.13129,0.24552
1289,-0.13335,0.1313,0.24551
1290,-0.13323,0.13129,0.24551
1291,-0.1331,0.13129,0.24552
1292,-0.13298,0.13129,0.24552
1293,-0.13285,0.13129,0.24552
1294,-0.13273,0.1313,0.24553
1295,-0.13259,0.1313,0.24553
1296,-0.13247,0.13129,0.24554
1297,-0.13234,0.13129,0.24554
1298,-0.13222,0.1313,0.24554
1299,-0.13209,0.1313,0.24555
1300,-0.13197,0.1313,0.24555
1301,-0.13184,0.1313,0.24555
1302,-0.13172,0.13129,0.24554
1303,-0.13159,0.1313,0.24553
1304,-0.13147,0.1313,0.24552
1305,-0.13134,0.1313,0.24551
1306,-0.1312,0.1313,0.24551
1307,-0.13108,0.1313,0.2455
1308,-0.13096,0.1313,0.2455
1309,-0.13083,0.1313,0.2455
1310,-0.13071,0.1313,0.24551
1311,-0.13058,0.1313,0.24551
1312,-0.13046,0.1313,0.24551
1313,-0.13033,0.1313,0.24552
1314,-0.13021,0.1313,0.24551
1315,-0.13007,0.1313,0.24549
1316,-0.12995,0.1313,0.24547
1317,-0.12982,0.1313,0.24545
1318,-0.1297,0.1313,0.24543
1319,-0.12957,0.1313,0.24543
1320,-0.12957,0.13117,0.24544
1321,-0.1297,0.13117,0.24544
1322,-0.12982,0.13117,0.24546
1323,-0.12996,0.13117,0.24548
1324,-0.13008,0.13117,0.2455
1325,-0.13021,0.13117,0.2455
1326,-0.13033,0.13117,0.2455
1327,-0.13046,0.13117,0.24549
1328,-0.13058,0.13117,0.24549
1329,-0.13071,0.13117,0.24549
1330,-0.13083,0.13117,0.24548
1331,-0.13096,0.13117,0.24548
1332,-0.13109,0.13117,0.24548
1333,-0.13121,0.13117,0.24548
1334,-0.13134,0.13117,0.24549
1335,-0.13147,0.13117,0.2455
1336,-0.13159,0.13117,0.24551
1337,-0.13172,0.13117,0.24551
1338,-0.13184,0.13117,0.24552
1339,-0.13197,0.13117,0.24553
1340,-0.13209,0.13117,0.24554
1341,-0.13223,0.13117,0.24555
1342,-0.13235,0.13117,0.24555
1343,-0.13248,0.13117,0.24554
1344,-0.1326,0.13117,0.24554
1345,-0.13273,0.13117,0.24553
1346,-0.13285,0.13117,0.24553
1347,-0.13298,0.13117,0.24552
1348,-0.1331,0.13117,0.24552
1349,-0.13323,0.13117,0.24552
1350,-0.13336,0.13117,0.24552
1351,-0.13349,0.13117,0.24552
1352,-0.13361,0.13118,0.24553
1353,-0.13374,0.13118,0.24552
1354,-0.13386,0.13118,0.24552
1355,-0.13399,0.13118,0.24551
1356,-0.13411,0.13118,0.24551
1357,-0.13424,0.13118,0.2455
1358,-0.13437,0.13118,0.2455
1359,-0.1345,0.13118,0.24549
1360,-0.13462,0.13118,0.24548
1361,-0.13474,0.13118,0.24548
1362,-0.13487,0.13118,0.24547
1363,-0.135,0.13118,0.24547
1364,-0.13512,0.13118,0.24547
1365,-0.13525,0.13118,0.24546
1366,-0.13537,0.13118,0.24546
1367,-0.13551,0.13118,0.24547
1368,-0.13563,0.13118,0.24548
1369,-0.13576,0.13118,0.24547
1370,-0.13588,0.13118,0.24546
1371,-0.13601,0.13118,0.24545
1372,-0.13613,0.13118,0.24545
1373,-0.13626,0.13118,0.24544
1374,-0.13638,0.13118,0.24544
1375,-0.13651,0.13118,0.24545
1376,-0.13663,0.13118,0.24546
1377,-0.13677,0.13118,0.24547
1378,-0.13689,0.13118,0.24549
1379,-0.13702,0.13118,0.2455
1380,-0.13714,0.13118,0.24549
1381,-0.13727,0.13118,0.24549
1382,-0.13739,0.13118,0.24549
1383,-0.13752,0.13118,0.24548
1384,-0.13764,0.13118,0.24548
1385,-0.13777,0.13118,0.24547
1386,-0.1379,0.13118,0.24546
1387,-0.13803,0.13118,0.24546
1388,-0.13815,0.13118,0.24545
1389,-0.13828,0.13118,0.24545
1390,-0.1384,0.13118,0.24544
1391,-0.13853,0.13118,0.24544
1392,-0.13865,0.13118,0.24544
1393,-0.13878,0.13118,0.24543
1394,-0.1389,0.13118,0.24543
1395,-0.13903,0.13118,0.24544
1396,-0.13916,0.13118,0.24544
1397,-0.13929,0.13118,0.24545
1398,-0.13941,0.13118,0.24545
1399,-0.13954,0.13118,0.24546
1400,-0.13966,0.13118,0.24547
1401,-0.13979,0.13118,0.24547
1402,-0.13991,0.13118,0.24548
1403,-0.14004,0.13118,0.24548
1404,-0.14017,0.13118,0.24549
1405,-0.1403,0.13118,0.2455
1406,-0.14042,0.13118,0.2455
1407,-0.14054,0.13118,0.2455
1408,-0.14067,0.13118,0.24551
1409,-0.1408,0.13118,0.24551
1410,-0.14092,0.13118,0.24551
1411,-0.14105,0.13118,0.24552
1412,-0.14118,0.13118,0.24552
1413,-0.14131,0.13118,0.24552
1414,-0.14143,0.13118,0.24553
1415,-0.14156,0.13118,0.24552
1416,-0.14168,0.13118,0.24551
1417,-0.14181,0.13118,0.24548
1418,-0.14193,0.13118,0.24546
1419,-0.14206,0.13118,0.24544
1420,-0.14218,0.13118,0.24542
1421,-0.14218,0.13106,0.24541
1422,-0.14206,0.13106,0.24543
1423,-0.14193,0.13106,0.24546
1424,-0.14181,0.13106,0.24548
1425,-0.14168,0.13106,0.24551
1426,-0.14156,0.13106,0.24551
1427,-0.14143,0.13105,0.24551
1428,-0.14131,0.13105,0.2455
1429,-0.14118,0.13105,0.2455
1430,-0.14106,0.13105,0.2455
1431,-0.14092,0.13105,0.24549
1432,-0.1408,0.13105,0.24549
1433,-0.14067,0.13105,0.24549
1434,-0.14054,0.13105,0.24548
1435,-0.14042,0.13105,0.24548
1436,-0.1403,0.13105,0.24548
1437,-0.14017,0.13105,0.24547
1438,-0.14005,0.13105,0.24547
1439,-0.13992,0.13105,0.24546
1440,-0.1398,0.13105,0.24546
1441,-0.13966,0.13105,0.24545
1442,-0.13954,0.13105,0.24544
1443,-0.13941,0.13105,0.24544
1444,-0.13929,0.13105,0.24543
1445,-0.13916,0.13105,0.24543
1446,-0.13904,0.13105,0.24542
1447,-0.13891,0.13105,0.24542
1448,-0.13879,0.13105,0.24542
1449,-0.13866,0.13105,0.24543
1450,-0.13854,0.13105,0.24543
1451,-0.13841,0.13105,0.24543
1452,-0.13828,0.13105,0.24543
1453,-0.13815,0.13105,0.24544
1454,-0.13803,0.13104,0.24545
1455,-0.1379,0.13104,0.24545
1456,-0.13778,0.13104,0.24546
1457,-0.13765,0.13104,0.24547
1458,-0.13753,0.13104,0.24547
1459,-0.1374,0.13104,0.24548
1460,-0.13728,0.13104,0.24548
1461,-0.13715,0.13104,0.24548
1462,-0.13703,0.13104,0.24547
1463,-0.1369,0.13104,0.24546
1464,-0.13678,0.13104,0.24545
1465,-0.13664,0.13104,0.24543
1466,-0.13652,0.13104,0.24542
1467,-0.13639,0.13104,0.24541
1468,-0.13627,0.13104,0.24542
1469,-0.13614,0.13104,0.24543
1470,-0.13602,0.13104,0.24544
1471,-0.13589,0.13104,0.24544
1472,-0.13577,0.13104,0.24545
1473,-0.13564,0.13104,0.24546
1474,-0.13552,0.13104,0.24546
1475,-0.13539,0.13104,0.24545
1476,-0.13527,0.13104,0.24546
1477,-0.13513,0.13104,0.24546
1478,-0.13501,0.13104,0.24547
1479,-0.13488,0.13104,0.24547
1480,-0.13475,0.13104,0.24548
1481,-0.13463,0.13104,0.24548
1482,-0.13451,0.13104,0.24549
1483,-0.13438,0.13104,0.24549
1484,-0.13426,0.13104,0.2455
1485,-0.13413,0.13104,0.2455
1486,-0.13401,0.13104,0.24551
1487,-0.13388,0.13103,0.24551
1488,-0.13375,0.13103,0.24552
1489,-0.13362,0.13103,0.24552
1490,-0.1335,0.13103,0.24553
1491,-0.13337,0.13103,0.24552
1492,-0.13325,0.13103,0.24552
1493,-0.13312,0.13103,0.24553
1494,-0.133,0.13103,0.24553
1495,-0.13287,0.13103,0.24554
1496,-0.13275,0.13103,0.24554
1497,-0.13262,0.13103,0.24554
1498,-0.1325,0.13103,0.24554
1499,-0.13237,0.13103,0.24553
1500,-0.13225,0.13103,0.24552
1501,-0.13211,0.13103,0.24551
1502,-0.13199,0.13103,0.2455
1503,-0.13186,0.13103,0.24549
1504,-0.13174,0.13103,0.24548
1505,-0.13161,0.13103,0.24548
1506,-0.13149,0.13103,0.24547
1507,-0.13136,0.13103,0.24546
1508,-0.13123,0.13103,0.24545
1509,-0.13111,0.13103,0.24546
1510,-0.13099,0.13103,0.24546
1511,-0.13086,0.13103,0.24546
1512,-0.13073,0.13103,0.24547
1513,-0.1306,0.13102,0.24547
1514,-0.13048,0.13102,0.24547
1515,-0.13035,0.13102,0.24548
1516,-0.13023,0.13102,0.24548
1517,-0.1301,0.13102,0.24548
