"ID","PMC","Energy (keV)","Energy Start (keV)","Energy End (keV)","Effect Size","Baseline Variation","Global Difference","Difference Sigma","Peak Height","Detector","Channel","Status"
"25-603","25","4.722285993099213","4.663320993185043","4.781250993013382","10.16589069366455","0.17674119770526886","0.010999406687915325","0.4199676513671875","1.884216547012329","B","603","Diffraction Peak"
"25-1026","25","8.047911988258361","7.988946988344193","8.106876988172532","6.142290115356445","0.21938565373420715","0.010999406687915325","0.44148993492126465","1.034317970275879","B","1026","Diffraction Peak"
"26-607","26","4.753733993053436","4.694768993139267","4.812698992967606","9.724987030029297","0.1814071089029312","0.016617875546216965","0.4646088480949402","1.1048887968063354","B","607","Diffraction Peak"
"27-606","27","4.74587199306488","4.6869069931507115","4.80483699297905","9.030827522277832","0.1481185108423233","0.07708700001239777","0.3012549579143524","0.7970272898674011","B","606","Diffraction Peak"
"29-602","29","4.714423993110657","4.655458993196487","4.7733889930248266","9.839500427246094","0.15346871316432953","0.010826664045453072","0.40954217314720154","1.4548871517181396","B","602","Diffraction Peak"
"30-606","30","4.74587199306488","4.6869069931507115","4.80483699297905","13.662419319152832","0.17031137645244598","0.0194099098443985","0.4779094457626343","0.9483386874198914","B","606","Diffraction Peak"
"30-1000","30","7.843499988555909","7.784534988641739","7.9024649884700775","9.779804229736328","0.23923875391483307","0.0194099098443985","0.5001527667045593","0.682097315788269","A","1000","Diffraction Peak"
"30-1189","30","9.329417986392976","9.270452986478805","9.388382986307144","9.196527481079102","0.29036691784858704","0.0194099098443985","0.3733448386192322","0.9932518005371094","B","1189","Diffraction Peak"
"31-605","31","4.738009993076324","4.679044993162155","4.796974992990494","17.288503646850586","0.173867329955101","0.00011170641664648429","0.42674747109413147","1.1631507873535156","B","605","Diffraction Peak"
"31-842","31","6.601303990364075","6.542338990449905","6.660268990278245","8.003066062927246","0.3198838531970978","0.00011170641664648429","0.2746610641479492","0.7203429341316223","A","842","Diffraction Peak"
"31-1003","31","7.867085988521576","7.808120988607407","7.926050988435746","12.251810073852539","0.190505713224411","0.00011170641664648429","0.43728020787239075","1.126734972000122","A","1003","Diffraction Peak"
"31-1191","31","9.345141986370088","9.286176986455917","9.404106986284257","9.678115844726562","0.28794530034065247","0.00011170641664648429","0.5114589929580688","0.9162907600402832","B","1191","Diffraction Peak"
"32-840","32","6.585579990386963","6.526614990472794","6.644544990301132","12.387857437133789","0.28498345613479614","0.054166391491889954","0.3058187663555145","0.8518991470336914","A","840","Diffraction Peak"
"32-1123","32","8.810525987148285","8.751560987234116","8.869490987062454","9.311970710754395","0.22837522625923157","0.054166391491889954","0.48245474696159363","1.2039728164672852","B","1123","Diffraction Peak"
"33-646","33","5.060351992607117","5.0013869926929475","5.119316992521286","17.44400978088379","0.19118160009384155","0.015678202733397484","0.43529796600341797","1.8503535985946655","B","646","Diffraction Peak"
"33-843","33","6.609165990352631","6.550200990438461","6.6681309902668","10.905177116394043","0.27578985691070557","0.015678202733397484","0.3337152600288391","1.3514280319213867","A","843","Diffraction Peak"
"33-1122","33","8.802663987159729","8.74369898724556","8.861628987073898","11.550789833068848","0.31151485443115234","0.015678202733397484","0.5151375532150269","1.722766637802124","B","1122","Diffraction Peak"
"33-1162","33","9.117143986701965","9.058178986787796","9.176108986616136","12.925420761108398","0.4737556576728821","0.015678202733397484","0.5967546701431274","1.2447948455810547","A","1162","Diffraction Peak"
"34-455","34","3.558709994792938","3.499744994878769","3.6176749947071074","9.151911735534668","0.4303760528564453","0.09223289042711258","0.5178967714309692","1.562431812286377","B","455","Diffraction Peak"
"34-648","34","5.0760759925842285","5.01711099267006","5.135040992498398","8.169302940368652","0.11910230666399002","0.09223289042711258","0.38556572794914246","0.724784255027771","B","648","Diffraction Peak"
"34-840","34","6.585579990386963","6.526614990472794","6.644544990301132","6.671011447906494","0.28900307416915894","0.09223289042711258","0.2956521511077881","0.8712172508239746","A","840","Diffraction Peak"
"34-1123","34","8.810525987148285","8.751560987234116","8.869490987062454","7.733523368835449","0.3411934971809387","0.09223289042711258","0.5832546949386597","2.2942168712615967","B","1123","Diffraction Peak"
"34-1290","34","10.123479985237122","10.064514985322953","10.18244498515129","6.907981872558594","0.5125288367271423","0.09223289042711258","0.6337081789970398","0.9141464829444885","B","1290","Diffraction Peak"
"34-1349","34","10.58733798456192","10.528372984647751","10.64630298447609","6.847886085510254","0.8264746069908142","0.09223289042711258","0.6598571538925171","0.8776129484176636","B","1349","Diffraction Peak"
"35-452","35","3.535123994827271","3.476158994913101","3.59408899474144","12.553579330444336","0.3680669069290161","0.002014383440837264","0.42352381348609924","2.3662216663360596","B","452","Diffraction Peak"
"37-647","37","5.068213992595672","5.009248992681504","5.127178992509842","7.836808204650879","0.19927769899368286","0.03854309767484665","0.5452955365180969","2.323204278945923","B","647","Diffraction Peak"
"37-844","37","6.617027990341187","6.558062990427017","6.675992990255356","11.99087142944336","0.276355117559433","0.03854309767484665","0.29945695400238037","1.0267438888549805","A","844","Diffraction Peak"
"37-1350","37","10.595199984550476","10.536234984636307","10.654164984464646","6.502871513366699","0.6054390668869019","0.03854309767484665","0.7767084240913391","1.0886870622634888","B","1350","Diffraction Peak"
"38-844","38","6.617027990341187","6.558062990427017","6.675992990255356","11.19122314453125","0.2831921875476837","0.022280484437942505","0.3695835471153259","1.467097520828247","A","844","Diffraction Peak"
"38-876","38","6.868611989974975","6.8096469900608065","6.927576989889145","7.896858215332031","0.1861581951379776","0.022280484437942505","0.26979532837867737","0.7426697015762329","B","876","Diffraction Peak"
"38-1091","38","8.558941987514496","8.499976987600327","8.617906987428665","6.652773857116699","0.3015637993812561","0.022280484437942505","0.5300611257553101","1.848329782485962","A","1091","Diffraction Peak"
"38-1157","38","9.077833986759186","9.018868986845016","9.136798986673355","10.906489372253418","0.42484501004219055","0.022280484437942505","0.6772233843803406","1.3217558860778809","A","1157","Diffraction Peak"
"38-1352","38","10.610923984527588","10.55195898461342","10.669888984441757","11.032337188720703","0.678784966468811","0.022280484437942505","0.5638852119445801","1.6402095556259155","B","1352","Diffraction Peak"
"39-842","39","6.601303990364075","6.542338990449905","6.660268990278245","10.337215423583984","0.29221734404563904","0.019197313115000725","0.29367390275001526","0.9289369583129883","A","842","Diffraction Peak"
"39-1280","39","10.044859985351563","9.985894985437394","10.103824985265732","6.571045875549316","0.42402294278144836","0.019197313115000725","0.6082406640052795","0.6466271877288818","B","1280","Diffraction Peak"
"39-1300","39","10.20209998512268","10.143134985208512","10.26106498503685","7.3024396896362305","0.6351783871650696","0.019197313115000725","0.7447489500045776","1.3907487392425537","B","1300","Diffraction Peak"
"39-1359","39","10.665957984447479","10.60699298453331","10.72492298436165","8.946516990661621","0.7581894397735596","0.019197313115000725","0.6054826974868774","0.7827593684196472","B","1359","Diffraction Peak"
"40-533","40","4.171945993900299","4.11298099398613","4.230910993814469","8.490167617797852","0.3419763743877411","0.017017314210534096","0.6140027642250061","1.4064971208572388","A","533","Diffraction Peak"
"40-847","40","6.640613990306854","6.581648990392685","6.699578990221024","8.232662200927734","0.2976411283016205","0.017017314210534096","0.2285521775484085","0.9346620440483093","A","847","Diffraction Peak"
"40-1175","40","9.219349986553192","9.160384986639023","9.278314986467361","8.894726753234863","0.34479352831840515","0.017017314210534096","0.5828127264976501","1.0986123085021973","A","1175","Diffraction Peak"
"40-1311","40","10.288581984996796","10.229616985082627","10.347546984910965","12.123714447021484","0.5709649324417114","0.017017314210534096","0.644230306148529","2.7801358699798584","B","1311","Diffraction Peak"
"41-705","41","5.524209991931915","5.465244992017746","5.583174991846085","15.984223365783691","0.12812374532222748","0.03058706782758236","0.362354040145874","1.7588715553283691","A","705","Diffraction Peak"
"41-1031","41","8.087221988201142","8.028256988286973","8.14618698811531","8.376577377319336","0.27113115787506104","0.03058706782758236","0.6112464070320129","2.5614466667175293","B","1031","Diffraction Peak"
"42-356","42","2.7803719959259032","2.721406996011734","2.8393369958400725","11.615635871887207","0.11226129531860352","0.02598227560520172","0.2775242030620575","1.4403220415115356","A","356","Diffraction Peak"
"42-709","42","5.555657991886139","5.49669299197197","5.614622991800308","22.79584503173828","0.1173449382185936","0.02598227560520172","0.35229694843292236","1.5350850820541382","A","709","Diffraction Peak"
"42-840","42","6.585579990386963","6.526614990472794","6.644544990301132","10.243369102478027","0.3072919547557831","0.02598227560520172","0.17346151173114777","0.8063119053840637","A","840","Diffraction Peak"
"42-1181","42","9.266521986484527","9.207556986570358","9.325486986398698","8.860203742980957","0.30879172682762146","0.02598227560520172","0.46773236989974976","1.5353299379348755","B","1181","Diffraction Peak"
"43-705","43","5.524209991931915","5.465244992017746","5.583174991846085","10.441662788391113","0.12568973004817963","0.029776018112897873","0.33761534094810486","1.0853670835494995","A","705","Diffraction Peak"
"43-929","43","7.285297989368439","7.22633298945427","7.344262989282608","6.156887531280518","0.3452729880809784","0.029776018112897873","0.3375902473926544","0.6649762988090515","A","929","Diffraction Peak"
"44-705","44","5.524209991931915","5.465244992017746","5.583174991846085","7.22843074798584","0.10200441628694534","0.04793386161327362","0.35012853145599365","1.281089425086975","A","705","Diffraction Peak"
"44-938","44","7.3560559892654425","7.297090989351273","7.415020989179611","12.768394470214844","0.26190516352653503","0.04793386161327362","0.5076151490211487","2.154207229614258","A","938","Diffraction Peak"
"44-1031","44","8.087221988201142","8.028256988286973","8.14618698811531","14.17890739440918","0.24614696204662323","0.04793386161327362","0.4090760350227356","0.7308875322341919","B","1031","Diffraction Peak"
"44-1309","44","10.272857985019684","10.213892985105515","10.331822984933853","6.47620153427124","0.3472989499568939","0.04793386161327362","0.45860323309898376","1.358123540878296","B","1309","Diffraction Peak"
"45-737","45","5.775793991565704","5.716828991651536","5.834758991479874","7.654140949249268","0.16367733478546143","0.07475055754184723","0.2319018542766571","0.6498911380767822","B","737","Diffraction Peak"
"45-933","45","7.316745989322662","7.257780989408493","7.375710989236832","9.107401847839355","0.29186487197875977","0.07475055754184723","0.4003702998161316","0.705075740814209","A","933","Diffraction Peak"
"47-459","47","3.590157994747162","3.5311929948329928","3.6491229946613313","6.115668773651123","0.279487669467926","0.03493426367640495","0.40780434012413025","0.6678549647331238","A","459","Diffraction Peak"
"48-451","48","3.5272619948387147","3.4682969949245455","3.586226994752884","12.4442777633667","0.4150688648223877","0.09157818555831909","0.5626864433288574","2.782214879989624","A","451","Diffraction Peak"
"49-454","49","3.5508479948043825","3.4918829948902133","3.6098129947185518","7.741724967956543","0.3189196288585663","0.0190449021756649","0.46469202637672424","1.0255088806152344","A","454","Diffraction Peak"
"50-452","50","3.535123994827271","3.476158994913101","3.59408899474144","23.58225440979004","0.43558305501937866","0.10789623111486435","0.433606892824173","1.517838954925537","A","452","Diffraction Peak"
"50-732","50","5.736483991622925","5.677518991708755","5.795448991537095","22.90407943725586","0.23115535080432892","0.10789623111486435","0.4279341995716095","1.5686838626861572","A","732","Diffraction Peak"
"51-453","51","3.5429859948158264","3.484020994901657","3.6019509947299957","16.983882904052734","0.47546568512916565","0.13775813579559326","0.7053396105766296","2.623007297515869","A","453","Diffraction Peak"
"51-512","51","4.006843994140625","3.9478789942264556","4.065808994054795","7.259452819824219","0.16274502873420715","0.13775813579559326","0.31673577427864075","0.9053217172622681","A","512","Diffraction Peak"
"51-731","51","5.728621991634369","5.6696569917202","5.7875869915485385","26.32942008972168","0.2588890492916107","0.13775813579559326","0.4161398410797119","1.5568244457244873","A","731","Diffraction Peak"
"52-451","52","3.5272619948387147","3.4682969949245455","3.586226994752884","24.03436279296875","0.5925467014312744","0.10649712383747101","0.5793718099594116","3.1563267707824707","A","451","Diffraction Peak"
"52-734","52","5.752207991600037","5.693242991685867","5.811172991514206","28.731708526611328","0.2477990835905075","0.10649712383747101","0.39597609639167786","1.3109068870544434","A","734","Diffraction Peak"
"52-1486","52","11.66443198299408","11.60546698307991","11.723396982908248","10.232783317565918","0.7075321078300476","0.10649712383747101","0.5408024191856384","1.7385149002075195","A","1486","Diffraction Peak"
"53-455","53","3.558709994792938","3.499744994878769","3.6176749947071074","20.854082107543945","0.33231690526008606","0.11169102042913437","0.5936554670333862","2.3296701908111572","A","455","Diffraction Peak"
"53-731","53","5.728621991634369","5.6696569917202","5.7875869915485385","28.32179069519043","0.29263749718666077","0.11169102042913437","0.4342835247516632","1.9869651794433594","A","731","Diffraction Peak"
"53-1194","53","9.368727986335754","9.309762986421585","9.427692986249923","20.315162658691406","0.4149564206600189","0.11169102042913437","0.5936623215675354","1.033692717552185","A","1194","Diffraction Peak"
"53-1492","53","11.711603982925416","11.652638983011245","11.770568982839585","11.000687599182129","0.7654100060462952","0.11169102042913437","0.562156081199646","0.7055696845054626","A","1492","Diffraction Peak"
"54-455","54","3.558709994792938","3.499744994878769","3.6176749947071074","18.463285446166992","0.48276451230049133","0.09591743350028992","0.7705888748168945","2.0003716945648193","A","455","Diffraction Peak"
"54-732","54","5.736483991622925","5.677518991708755","5.795448991537095","28.203916549682617","0.2791955769062042","0.09591743350028992","0.4147808253765106","1.5952465534210205","A","732","Diffraction Peak"
"54-1197","54","9.392313986301422","9.333348986387254","9.451278986215591","20.761749267578125","0.47621116042137146","0.09591743350028992","0.5604436993598938","0.6982622742652893","A","1197","Diffraction Peak"
"54-1479","54","11.609397983074189","11.55043298316002","11.668362982988358","8.83678913116455","0.6276805996894836","0.09591743350028992","0.6923664808273315","0.890972912311554","A","1479","Diffraction Peak"
"55-455","55","3.558709994792938","3.499744994878769","3.6176749947071074","11.468371391296387","0.41356074810028076","0.06295954436063766","0.6288402676582336","1.2715661525726318","A","455","Diffraction Peak"
"55-700","55","5.484899991989136","5.425934992074967","5.543864991903305","10.098814010620117","0.14957930147647858","0.06295954436063766","0.43008947372436523","2.2027804851531982","B","700","Diffraction Peak"
"55-733","55","5.744345991611481","5.685380991697311","5.80331099152565","10.229535102844238","0.24956654012203217","0.06295954436063766","0.34944936633110046","1.0929533243179321","A","733","Diffraction Peak"
"55-771","55","6.043101991176606","5.984136991262436","6.1020669910907746","18.97012710571289","0.15217885375022888","0.06295954436063766","0.6154773235321045","2.9205315113067627","B","771","Diffraction Peak"
"55-1204","55","9.447347986221313","9.388382986307144","9.506312986135484","9.936391830444336","0.248084157705307","0.06295954436063766","0.4648541212081909","0.8799231052398682","A","1204","Diffraction Peak"
"56-694","56","5.4377279920578","5.378762992143631","5.49669299197197","14.78172492980957","0.12105263024568558","0.06643877178430557","0.36128079891204834","1.5653072595596313","B","694","Diffraction Peak"
"56-770","56","6.03523999118805","5.97627499127388","6.0942049911022185","21.558300018310547","0.13599950075149536","0.06643877178430557","0.6257491111755371","2.667646884918213","B","770","Diffraction Peak"
"56-1091","56","8.558941987514496","8.499976987600327","8.617906987428665","8.42761516571045","0.29124772548675537","0.06643877178430557","0.48453813791275024","1.3487269878387451","B","1091","Diffraction Peak"
"57-534","57","4.179807993888855","4.120842993974685","4.238772993803025","13.3556547164917","0.15386609733104706","0.025265906006097794","0.4813922643661499","2.3766930103302","A","534","Diffraction Peak"
"57-694","57","5.4377279920578","5.378762992143631","5.49669299197197","14.483454704284668","0.15997622907161713","0.025265906006097794","0.4256671965122223","1.839056134223938","B","694","Diffraction Peak"
"57-771","57","6.043101991176606","5.984136991262436","6.1020669910907746","19.836322784423828","0.10280678421258926","0.025265906006097794","0.4723316431045532","1.9534215927124023","B","771","Diffraction Peak"
"57-1461","57","11.467881983280183","11.408916983366012","11.526846983194352","7.819211483001709","0.5078303813934326","0.025265906006097794","0.49640780687332153","1.3862943649291992","A","1461","Diffraction Peak"
"58-534","58","4.179807993888855","4.120842993974685","4.238772993803025","12.2509126663208","0.14499226212501526","0.10905444622039795","0.41573166847229004","1.3609312772750854","A","534","Diffraction Peak"
"58-695","58","5.445589992046356","5.386624992132187","5.504554991960526","15.401968002319336","0.09988990426063538","0.10905444622039795","0.3261513411998749","1.377631425857544","B","695","Diffraction Peak"
"58-732","58","5.736483991622925","5.677518991708755","5.795448991537095","10.489957809448242","0.20227573812007904","0.10905444622039795","0.1977856606245041","0.7562940716743469","A","732","Diffraction Peak"
"58-769","58","6.027377991199494","5.968412991285324","6.086342991113663","10.232467651367188","0.11624332517385483","0.10905444622039795","0.26268231868743896","0.6914974451065063","B","769","Diffraction Peak"
"58-1146","58","8.991351986885071","8.932386986970902","9.05031698679924","12.39598560333252","0.2584041357040405","0.10905444622039795","0.48663684725761414","0.7827593684196472","A","1146","Diffraction Peak"
"58-1244","58","9.76182798576355","9.70286298584938","9.82079298567772","9.921344757080078","0.3223191797733307","0.10905444622039795","0.480966180562973","1.216395378112793","B","1244","Diffraction Peak"
"59-389","59","3.0398179955482485","2.9808529956340792","3.0987829954624178","14.581664085388184","0.3024487793445587","0.07382745295763016","0.32891014218330383","1.0472701787948608","A","389","Diffraction Peak"
"59-554","59","4.337047993659973","4.278082993745804","4.396012993574143","11.078265190124512","0.12679646909236908","0.07382745295763016","0.4078678488731384","1.0594723224639893","B","554","Diffraction Peak"
"59-694","59","5.4377279920578","5.378762992143631","5.49669299197197","25.394927978515625","0.12238424271345139","0.07382745295763016","0.3134896159172058","0.6489217281341553","B","694","Diffraction Peak"
"60-388","60","3.0319559955596924","2.972990995645523","3.0909209954738617","14.578245162963867","0.3304535746574402","0.050180695950984955","0.6647506952285767","2.3299248218536377","A","388","Diffraction Peak"
"60-549","60","4.297737993717194","4.238772993803025","4.356702993631363","20.507951736450195","0.2696659564971924","0.050180695950984955","0.6792076826095581","2.7492313385009766","B","549","Diffraction Peak"
"60-646","60","5.060351992607117","5.0013869926929475","5.119316992521286","15.591967582702637","0.1609528362751007","0.050180695950984955","0.45168963074684143","1.358123540878296","A","646","Diffraction Peak"
"60-694","60","5.4377279920578","5.378762992143631","5.49669299197197","29.603286743164062","0.18094006180763245","0.050180695950984955","0.3495301902294159","0.8501416444778442","B","694","Diffraction Peak"
"60-723","60","5.665725991725922","5.606760991811752","5.724690991640091","17.083513259887695","0.19688153266906738","0.050180695950984955","0.500636637210846","1.5412137508392334","B","723","Diffraction Peak"
"60-865","60","6.782129990100861","6.7231649901866914","6.84109499001503","12.692166328430176","0.16785432398319244","0.050180695950984955","0.30187711119651794","1.731540560722351","A","865","Diffraction Peak"
"61-389","61","3.0398179955482485","2.9808529956340792","3.0987829954624178","12.70350170135498","0.3701540529727936","0.05624445900321007","0.6118288636207581","1.940164566040039","A","389","Diffraction Peak"
"61-551","61","4.313461993694306","4.254496993780136","4.3724269936084745","16.396177291870117","0.21395732462406158","0.05624445900321007","0.5545760989189148","2.570406436920166","B","551","Diffraction Peak"
"61-630","61","4.934559992790223","4.875594992876053","4.993524992704391","21.60738182067871","0.13758356869220734","0.05624445900321007","0.3588266968727112","0.7013391256332397","A","630","Diffraction Peak"
"61-700","61","5.484899991989136","5.425934992074967","5.543864991903305","20.759737014770508","0.09743412584066391","0.05624445900321007","0.3401848375797272","0.9031286239624023","B","700","Diffraction Peak"
"61-1283","61","10.068445985317231","10.00948098540306","10.1274109852314","8.509515762329102","0.2001560479402542","0.05624445900321007","0.3933485150337219","1.0761394500732422","B","1283","Diffraction Peak"
